GroupA,GroupB
131123.2224,134677.6595
106475.9537,110085.1806
100948.0317,109169.3673
110032.9996,113495.0856
118493.556,115322.1573
108102.2519,114696.2039
111158.0735,118569.202
117722.2052,120895.496
95362.39502,101093.1606
104112.1216,103199.2505
122944.783,119144.5934
123830.4744,110778.0443
126044.5993,130655.2537
147067.4205,143832.1664
105214.3952,112609.4478
103371.7818,100813.4624
108446.3297,104077.2007
