GroupA,GroupB
10.97265459,11.35466314
10.83173486,11.24465584
10.23813709,11.00054084
10.40107757,10.72935201
11.2894013,11.25094217
10.22533597,10.53321736
10.43443851,10.91094156
10.87302163,11.72831743
11.03220674,11.6359531
11.13617731,10.95766091
11.15955188,10.98208069
10.31319017,9.477929865
10.75833043,11.19198678
11.98788886,11.26064092
11.40041123,11.55561291
11.26545137,10.84248897
9.594473124,9.409384389
